asm|cpu|synth
ldi (hl), ix|z180|push de;push ix;pop de;ld (hl), e;inc hl;ld (hl), d;inc hl;pop de
ldi (hl), ix|z80|push de;push ix;pop de;ld (hl), e;inc hl;ld (hl), d;inc hl;pop de
ldi (hl), ix|z80n|push de;push ix;pop de;ld (hl), e;inc hl;ld (hl), d;inc hl;pop de
ldi (hl), iy|ez80|ld (hl), iy;inc hl;inc hl
ldi (hl), iy|ez80_z80|ld (hl), iy;inc hl;inc hl
ldi (hl), iy|kc160|push de;push iy;pop de;ld (hl), e;inc hl;ld (hl), d;inc hl;pop de
ldi (hl), iy|kc160_z80|push de;push iy;pop de;ld (hl), e;inc hl;ld (hl), d;inc hl;pop de
ldi (hl), iy|r2ka|push de;push iy;pop de;ld (hl), e;inc hl;ld (hl), d;inc hl;pop de
ldi (hl), iy|r3k|push de;push iy;pop de;ld (hl), e;inc hl;ld (hl), d;inc hl;pop de
ldi (hl), iy|r4k|push de;push iy;pop de;ld (hl), e;inc hl;ld (hl), d;inc hl;pop de
ldi (hl), iy|r5k|push de;push iy;pop de;ld (hl), e;inc hl;ld (hl), d;inc hl;pop de
ldi (hl), iy|r6k|push de;push iy;pop de;ld (hl), e;inc hl;ld (hl), d;inc hl;pop de
ldi (hl), iy|r800|push de;push iy;pop de;ld (hl), e;inc hl;ld (hl), d;inc hl;pop de
ldi (hl), iy|z180|push de;push iy;pop de;ld (hl), e;inc hl;ld (hl), d;inc hl;pop de
ldi (hl), iy|z80|push de;push iy;pop de;ld (hl), e;inc hl;ld (hl), d;inc hl;pop de
ldi (hl), iy|z80n|push de;push iy;pop de;ld (hl), e;inc hl;ld (hl), d;inc hl;pop de
ldi (hl), l|8080|mov m, l;inx h
ldi (hl), l|8085|mov m, l;inx h
ldi (hl), l|ez80|ld (hl), l;inc hl
ldi (hl), l|ez80_z80|ld (hl), l;inc hl
ldi (hl), l|gbz80|ld (hl), l;inc hl
ldi (hl), l|kc160|ld (hl), l;inc hl
ldi (hl), l|kc160_z80|ld (hl), l;inc hl
ldi (hl), l|r2ka|ld (hl), l;inc hl
ldi (hl), l|r3k|ld (hl), l;inc hl
ldi (hl), l|r4k|ld (hl), l;inc hl
ldi (hl), l|r5k|ld (hl), l;inc hl
ldi (hl), l|r6k|ld (hl), l;inc hl
ldi (hl), l|r800|ld (hl), l;inc hl
ldi (hl), l|z180|ld (hl), l;inc hl
ldi (hl), l|z80|ld (hl), l;inc hl
ldi (hl), l|z80n|ld (hl), l;inc hl
ldi (hl), l'|r6k|ld (hl), l';inc hl
ldi a', (bc)|r2ka|ld a', (bc);inc bc
ldi a', (bc)|r3k|ld a', (bc);inc bc
ldi a', (bc)|r4k|ld a', (bc);inc bc
ldi a', (bc)|r5k|ld a', (bc);inc bc
ldi a', (bc)|r6k|ld a', (bc);inc bc
ldi a', (de)|r2ka|ld a', (de);inc de
ldi a', (de)|r3k|ld a', (de);inc de
ldi a', (de)|r4k|ld a', (de);inc de
ldi a', (de)|r5k|ld a', (de);inc de
ldi a', (de)|r6k|ld a', (de);inc de
ldi a', (hl)|r2ka|ld a', (hl);inc hl
ldi a', (hl)|r3k|ld a', (hl);inc hl
ldi a', (hl)|r4k|ld a', (hl);inc hl
ldi a', (hl)|r5k|ld a', (hl);inc hl
ldi a', (hl)|r6k|ld a', (hl);inc hl
ldi a, (bc)|8080|ldax b;inx b
ldi a, (bc)|8085|ldax b;inx b
ldi a, (bc)|ez80|ld a, (bc);inc bc
ldi a, (bc)|ez80_z80|ld a, (bc);inc bc
ldi a, (bc)|gbz80|ld a, (bc);inc bc
ldi a, (bc)|kc160|ld a, (bc);inc bc
ldi a, (bc)|kc160_z80|ld a, (bc);inc bc
ldi a, (bc)|r2ka|ld a, (bc);inc bc
ldi a, (bc)|r3k|ld a, (bc);inc bc
ldi a, (bc)|r4k|ld a, (bc);inc bc
ldi a, (bc)|r5k|ld a, (bc);inc bc
ldi a, (bc)|r6k|ld a, (bc);inc bc
ldi a, (bc)|r800|ld a, (bc);inc bc
ldi a, (bc)|z180|ld a, (bc);inc bc
ldi a, (bc)|z80|ld a, (bc);inc bc
ldi a, (bc)|z80n|ld a, (bc);inc bc
ldi a, (de)|8080|ldax d;inx d
ldi a, (de)|8085|ldax d;inx d
ldi a, (de)|ez80|ld a, (de);inc de
ldi a, (de)|ez80_z80|ld a, (de);inc de
ldi a, (de)|gbz80|ld a, (de);inc de
ldi a, (de)|kc160|ld a, (de);inc de
ldi a, (de)|kc160_z80|ld a, (de);inc de
ldi a, (de)|r2ka|ld a, (de);inc de
ldi a, (de)|r3k|ld a, (de);inc de
ldi a, (de)|r4k|ld a, (de);inc de
ldi a, (de)|r5k|ld a, (de);inc de
ldi a, (de)|r6k|ld a, (de);inc de
ldi a, (de)|r800|ld a, (de);inc de
ldi a, (de)|z180|ld a, (de);inc de
ldi a, (de)|z80|ld a, (de);inc de
ldi a, (de)|z80n|ld a, (de);inc de
ldi a, (hl)|8080|mov a, m;inx h
ldi a, (hl)|8085|mov a, m;inx h
ldi a, (hl)|ez80|ld a, (hl);inc hl
ldi a, (hl)|ez80_z80|ld a, (hl);inc hl
ldi a, (hl)|kc160|ld a, (hl);inc hl
ldi a, (hl)|kc160_z80|ld a, (hl);inc hl
ldi a, (hl)|r2ka|ld a, (hl);inc hl
ldi a, (hl)|r3k|ld a, (hl);inc hl
ldi a, (hl)|r4k|ld a, (hl);inc hl
ldi a, (hl)|r5k|ld a, (hl);inc hl
ldi a, (hl)|r6k|ld a, (hl);inc hl
ldi a, (hl)|r800|ld a, (hl);inc hl
ldi a, (hl)|z180|ld a, (hl);inc hl
ldi a, (hl)|z80|ld a, (hl);inc hl
ldi a, (hl)|z80n|ld a, (hl);inc hl
ldi b', (hl)|r2ka|ld b', (hl);inc hl
ldi b', (hl)|r3k|ld b', (hl);inc hl
ldi b', (hl)|r4k|ld b', (hl);inc hl
ldi b', (hl)|r5k|ld b', (hl);inc hl
ldi b', (hl)|r6k|ld b', (hl);inc hl
ldi b, (de)|8080|xchg;mov b, m;xchg;inx d
ldi b, (de)|8085|xchg;mov b, m;xchg;inx d
ldi b, (de)|ez80|ex de, hl;ld b, (hl);ex de, hl;inc de
ldi b, (de)|ez80_z80|ex de, hl;ld b, (hl);ex de, hl;inc de
ldi b, (de)|kc160|ex de, hl;ld b, (hl);ex de, hl;inc de
ldi b, (de)|kc160_z80|ex de, hl;ld b, (hl);ex de, hl;inc de
ldi b, (de)|r2ka|ex de, hl;ld b, (hl);ex de, hl;inc de
ldi b, (de)|r3k|ex de, hl;ld b, (hl);ex de, hl;inc de
ldi b, (de)|r4k|ex de, hl;ld b, (hl);ex de, hl;inc de
ldi b, (de)|r5k|ex de, hl;ld b, (hl);ex de, hl;inc de
ldi b, (de)|r6k|ex de, hl;ld b, (hl);ex de, hl;inc de
ldi b, (de)|r800|ex de, hl;ld b, (hl);ex de, hl;inc de
ldi b, (de)|z180|ex de, hl;ld b, (hl);ex de, hl;inc de
ldi b, (de)|z80|ex de, hl;ld b, (hl);ex de, hl;inc de
ldi b, (de)|z80n|ex de, hl;ld b, (hl);ex de, hl;inc de
ldi b, (hl)|8080|mov b, m;inx h
ldi b, (hl)|8085|mov b, m;inx h
ldi b, (hl)|ez80|ld b, (hl);inc hl
ldi b, (hl)|ez80_z80|ld b, (hl);inc hl
ldi b, (hl)|gbz80|ld b, (hl);inc hl
ldi b, (hl)|kc160|ld b, (hl);inc hl
ldi b, (hl)|kc160_z80|ld b, (hl);inc hl
ldi b, (hl)|r2ka|ld b, (hl);inc hl
ldi b, (hl)|r3k|ld b, (hl);inc hl
ldi b, (hl)|r4k|ld b, (hl);inc hl
ldi b, (hl)|r5k|ld b, (hl);inc hl
ldi b, (hl)|r6k|ld b, (hl);inc hl
ldi b, (hl)|r800|ld b, (hl);inc hl
ldi b, (hl)|z180|ld b, (hl);inc hl
ldi b, (hl)|z80|ld b, (hl);inc hl
ldi b, (hl)|z80n|ld b, (hl);inc hl
ldi bc, (hl)|8080|mov c, m;inx h;mov b, m;inx h
ldi bc, (hl)|8085|mov c, m;inx h;mov b, m;inx h
ldi bc, (hl)|ez80|ld bc, (hl);inc hl;inc hl
ldi bc, (hl)|ez80_z80|ld bc, (hl);inc hl;inc hl
ldi bc, (hl)|gbz80|ld c, (hl);inc hl;ld b, (hl);inc hl
ldi bc, (hl)|kc160|ld c, (hl);inc hl;ld b, (hl);inc hl
ldi bc, (hl)|kc160_z80|ld c, (hl);inc hl;ld b, (hl);inc hl
ldi bc, (hl)|r2ka|ld c, (hl);inc hl;ld b, (hl);inc hl
ldi bc, (hl)|r3k|ld c, (hl);inc hl;ld b, (hl);inc hl
ldi bc, (hl)|r4k|ld c, (hl);inc hl;ld b, (hl);inc hl
ldi bc, (hl)|r5k|ld c, (hl);inc hl;ld b, (hl);inc hl
ldi bc, (hl)|r6k|ld c, (hl);inc hl;ld b, (hl);inc hl
ldi bc, (hl)|r800|ld c, (hl);inc hl;ld b, (hl);inc hl
ldi bc, (hl)|z180|ld c, (hl);inc hl;ld b, (hl);inc hl
ldi bc, (hl)|z80|ld c, (hl);inc hl;ld b, (hl);inc hl
ldi bc, (hl)|z80n|ld c, (hl);inc hl;ld b, (hl);inc hl
ldi c', (hl)|r2ka|ld c', (hl);inc hl
ldi c', (hl)|r3k|ld c', (hl);inc hl
ldi c', (hl)|r4k|ld c', (hl);inc hl
ldi c', (hl)|r5k|ld c', (hl);inc hl
ldi c', (hl)|r6k|ld c', (hl);inc hl
ldi c, (de)|8080|xchg;mov c, m;xchg;inx d
ldi c, (de)|8085|xchg;mov c, m;xchg;inx d
ldi c, (de)|ez80|ex de, hl;ld c, (hl);ex de, hl;inc de
ldi c, (de)|ez80_z80|ex de, hl;ld c, (hl);ex de, hl;inc de
ldi c, (de)|kc160|ex de, hl;ld c, (hl);ex de, hl;inc de
ldi c, (de)|kc160_z80|ex de, hl;ld c, (hl);ex de, hl;inc de
ldi c, (de)|r2ka|ex de, hl;ld c, (hl);ex de, hl;inc de
ldi c, (de)|r3k|ex de, hl;ld c, (hl);ex de, hl;inc de
ldi c, (de)|r4k|ex de, hl;ld c, (hl);ex de, hl;inc de
ldi c, (de)|r5k|ex de, hl;ld c, (hl);ex de, hl;inc de
ldi c, (de)|r6k|ex de, hl;ld c, (hl);ex de, hl;inc de
ldi c, (de)|r800|ex de, hl;ld c, (hl);ex de, hl;inc de
ldi c, (de)|z180|ex de, hl;ld c, (hl);ex de, hl;inc de
ldi c, (de)|z80|ex de, hl;ld c, (hl);ex de, hl;inc de
ldi c, (de)|z80n|ex de, hl;ld c, (hl);ex de, hl;inc de
ldi c, (hl)|8080|mov c, m;inx h
ldi c, (hl)|8085|mov c, m;inx h
ldi c, (hl)|ez80|ld c, (hl);inc hl
ldi c, (hl)|ez80_z80|ld c, (hl);inc hl
ldi c, (hl)|gbz80|ld c, (hl);inc hl
ldi c, (hl)|kc160|ld c, (hl);inc hl
ldi c, (hl)|kc160_z80|ld c, (hl);inc hl
ldi c, (hl)|r2ka|ld c, (hl);inc hl
ldi c, (hl)|r3k|ld c, (hl);inc hl
ldi c, (hl)|r4k|ld c, (hl);inc hl
ldi c, (hl)|r5k|ld c, (hl);inc hl
ldi c, (hl)|r6k|ld c, (hl);inc hl
ldi c, (hl)|r800|ld c, (hl);inc hl
ldi c, (hl)|z180|ld c, (hl);inc hl
ldi c, (hl)|z80|ld c, (hl);inc hl
ldi c, (hl)|z80n|ld c, (hl);inc hl
ldi d', (hl)|r2ka|ld d', (hl);inc hl
ldi d', (hl)|r3k|ld d', (hl);inc hl
ldi d', (hl)|r4k|ld d', (hl);inc hl
ldi d', (hl)|r5k|ld d', (hl);inc hl
ldi d', (hl)|r6k|ld d', (hl);inc hl
ldi d, (de)|8080|xchg;mov h, m;xchg;inx d
ldi d, (de)|8085|xchg;mov h, m;xchg;inx d
ldi d, (de)|ez80|ex de, hl;ld h, (hl);ex de, hl;inc de
ldi d, (de)|ez80_z80|ex de, hl;ld h, (hl);ex de, hl;inc de
ldi d, (de)|kc160|ex de, hl;ld h, (hl);ex de, hl;inc de
ldi d, (de)|kc160_z80|ex de, hl;ld h, (hl);ex de, hl;inc de
ldi d, (de)|r2ka|ex de, hl;ld h, (hl);ex de, hl;inc de
ldi d, (de)|r3k|ex de, hl;ld h, (hl);ex de, hl;inc de
ldi d, (de)|r4k|ex de, hl;ld h, (hl);ex de, hl;inc de
ldi d, (de)|r5k|ex de, hl;ld h, (hl);ex de, hl;inc de
ldi d, (de)|r6k|ex de, hl;ld h, (hl);ex de, hl;inc de
ldi d, (de)|r800|ex de, hl;ld h, (hl);ex de, hl;inc de
ldi d, (de)|z180|ex de, hl;ld h, (hl);ex de, hl;inc de
ldi d, (de)|z80|ex de, hl;ld h, (hl);ex de, hl;inc de
ldi d, (de)|z80n|ex de, hl;ld h, (hl);ex de, hl;inc de
ldi d, (hl)|8080|mov d, m;inx h
ldi d, (hl)|8085|mov d, m;inx h
ldi d, (hl)|ez80|ld d, (hl);inc hl
ldi d, (hl)|ez80_z80|ld d, (hl);inc hl
ldi d, (hl)|gbz80|ld d, (hl);inc hl
ldi d, (hl)|kc160|ld d, (hl);inc hl
ldi d, (hl)|kc160_z80|ld d, (hl);inc hl
ldi d, (hl)|r2ka|ld d, (hl);inc hl
ldi d, (hl)|r3k|ld d, (hl);inc hl
ldi d, (hl)|r4k|ld d, (hl);inc hl
ldi d, (hl)|r5k|ld d, (hl);inc hl
ldi d, (hl)|r6k|ld d, (hl);inc hl
ldi d, (hl)|r800|ld d, (hl);inc hl
ldi d, (hl)|z180|ld d, (hl);inc hl
ldi d, (hl)|z80|ld d, (hl);inc hl
ldi d, (hl)|z80n|ld d, (hl);inc hl
ldi de, (hl)|8080|mov e, m;inx h;mov d, m;inx h
ldi de, (hl)|8085|mov e, m;inx h;mov d, m;inx h
ldi de, (hl)|ez80|ld de, (hl);inc hl;inc hl
ldi de, (hl)|ez80_z80|ld de, (hl);inc hl;inc hl
ldi de, (hl)|gbz80|ld e, (hl);inc hl;ld d, (hl);inc hl
ldi de, (hl)|kc160|ld e, (hl);inc hl;ld d, (hl);inc hl
ldi de, (hl)|kc160_z80|ld e, (hl);inc hl;ld d, (hl);inc hl
ldi de, (hl)|r2ka|ld e, (hl);inc hl;ld d, (hl);inc hl
ldi de, (hl)|r3k|ld e, (hl);inc hl;ld d, (hl);inc hl
ldi de, (hl)|r4k|ld e, (hl);inc hl;ld d, (hl);inc hl
ldi de, (hl)|r5k|ld e, (hl);inc hl;ld d, (hl);inc hl
ldi de, (hl)|r6k|ld e, (hl);inc hl;ld d, (hl);inc hl
ldi de, (hl)|r800|ld e, (hl);inc hl;ld d, (hl);inc hl
ldi de, (hl)|z180|ld e, (hl);inc hl;ld d, (hl);inc hl
ldi de, (hl)|z80|ld e, (hl);inc hl;ld d, (hl);inc hl
ldi de, (hl)|z80n|ld e, (hl);inc hl;ld d, (hl);inc hl
ldi e', (hl)|r2ka|ld e', (hl);inc hl
ldi e', (hl)|r3k|ld e', (hl);inc hl
ldi e', (hl)|r4k|ld e', (hl);inc hl
ldi e', (hl)|r5k|ld e', (hl);inc hl
ldi e', (hl)|r6k|ld e', (hl);inc hl
ldi e, (de)|8080|xchg;mov l, m;xchg;inx d
ldi e, (de)|8085|xchg;mov l, m;xchg;inx d
ldi e, (de)|ez80|ex de, hl;ld l, (hl);ex de, hl;inc de
ldi e, (de)|ez80_z80|ex de, hl;ld l, (hl);ex de, hl;inc de
ldi e, (de)|kc160|ex de, hl;ld l, (hl);ex de, hl;inc de
ldi e, (de)|kc160_z80|ex de, hl;ld l, (hl);ex de, hl;inc de
ldi e, (de)|r2ka|ex de, hl;ld l, (hl);ex de, hl;inc de
ldi e, (de)|r3k|ex de, hl;ld l, (hl);ex de, hl;inc de
ldi e, (de)|r4k|ex de, hl;ld l, (hl);ex de, hl;inc de
ldi e, (de)|r5k|ex de, hl;ld l, (hl);ex de, hl;inc de
ldi e, (de)|r6k|ex de, hl;ld l, (hl);ex de, hl;inc de
ldi e, (de)|r800|ex de, hl;ld l, (hl);ex de, hl;inc de
ldi e, (de)|z180|ex de, hl;ld l, (hl);ex de, hl;inc de
ldi e, (de)|z80|ex de, hl;ld l, (hl);ex de, hl;inc de
ldi e, (de)|z80n|ex de, hl;ld l, (hl);ex de, hl;inc de
ldi e, (hl)|8080|mov e, m;inx h
ldi e, (hl)|8085|mov e, m;inx h
ldi e, (hl)|ez80|ld e, (hl);inc hl
ldi e, (hl)|ez80_z80|ld e, (hl);inc hl
ldi e, (hl)|gbz80|ld e, (hl);inc hl
ldi e, (hl)|kc160|ld e, (hl);inc hl
ldi e, (hl)|kc160_z80|ld e, (hl);inc hl
ldi e, (hl)|r2ka|ld e, (hl);inc hl
ldi e, (hl)|r3k|ld e, (hl);inc hl
ldi e, (hl)|r4k|ld e, (hl);inc hl
ldi e, (hl)|r5k|ld e, (hl);inc hl
ldi e, (hl)|r6k|ld e, (hl);inc hl
ldi e, (hl)|r800|ld e, (hl);inc hl
ldi e, (hl)|z180|ld e, (hl);inc hl
ldi e, (hl)|z80|ld e, (hl);inc hl
ldi e, (hl)|z80n|ld e, (hl);inc hl
ldi h', (hl)|r2ka|ld h', (hl);inc hl
ldi h', (hl)|r3k|ld h', (hl);inc hl
ldi h', (hl)|r4k|ld h', (hl);inc hl
ldi h', (hl)|r5k|ld h', (hl);inc hl
ldi h', (hl)|r6k|ld h', (hl);inc hl
ldi h, (de)|8080|xchg;mov d, m;xchg;inx d
ldi h, (de)|8085|xchg;mov d, m;xchg;inx d
ldi h, (de)|ez80|ex de, hl;ld d, (hl);ex de, hl;inc de
ldi h, (de)|ez80_z80|ex de, hl;ld d, (hl);ex de, hl;inc de
ldi h, (de)|kc160|ex de, hl;ld d, (hl);ex de, hl;inc de
ldi h, (de)|kc160_z80|ex de, hl;ld d, (hl);ex de, hl;inc de
ldi h, (de)|r2ka|ex de, hl;ld d, (hl);ex de, hl;inc de
ldi h, (de)|r3k|ex de, hl;ld d, (hl);ex de, hl;inc de
ldi h, (de)|r4k|ex de, hl;ld d, (hl);ex de, hl;inc de
ldi h, (de)|r5k|ex de, hl;ld d, (hl);ex de, hl;inc de
ldi h, (de)|r6k|ex de, hl;ld d, (hl);ex de, hl;inc de
ldi h, (de)|r800|ex de, hl;ld d, (hl);ex de, hl;inc de
ldi h, (de)|z180|ex de, hl;ld d, (hl);ex de, hl;inc de
ldi h, (de)|z80|ex de, hl;ld d, (hl);ex de, hl;inc de
ldi h, (de)|z80n|ex de, hl;ld d, (hl);ex de, hl;inc de
ldi h, (hl)|8080|mov h, m;inx h
ldi h, (hl)|8085|mov h, m;inx h
ldi h, (hl)|ez80|ld h, (hl);inc hl
ldi h, (hl)|ez80_z80|ld h, (hl);inc hl
ldi h, (hl)|gbz80|ld h, (hl);inc hl
ldi h, (hl)|kc160|ld h, (hl);inc hl
ldi h, (hl)|kc160_z80|ld h, (hl);inc hl
ldi h, (hl)|r2ka|ld h, (hl);inc hl
ldi h, (hl)|r3k|ld h, (hl);inc hl
ldi h, (hl)|r4k|ld h, (hl);inc hl
ldi h, (hl)|r5k|ld h, (hl);inc hl
ldi h, (hl)|r6k|ld h, (hl);inc hl
ldi h, (hl)|r800|ld h, (hl);inc hl
ldi h, (hl)|z180|ld h, (hl);inc hl
ldi h, (hl)|z80|ld h, (hl);inc hl
ldi h, (hl)|z80n|ld h, (hl);inc hl
ldi ix, (hl)|ez80|ld ix, (hl);inc hl;inc hl
ldi ix, (hl)|ez80_z80|ld ix, (hl);inc hl;inc hl
ldi ix, (hl)|kc160|push de;ld e, (hl);inc hl;ld d, (hl);inc hl;push de;pop ix;pop de
ldi ix, (hl)|kc160_z80|push de;ld e, (hl);inc hl;ld d, (hl);inc hl;push de;pop ix;pop de
ldi ix, (hl)|r2ka|push de;ld e, (hl);inc hl;ld d, (hl);inc hl;push de;pop ix;pop de
ldi ix, (hl)|r3k|push de;ld e, (hl);inc hl;ld d, (hl);inc hl;push de;pop ix;pop de
ldi ix, (hl)|r4k|push de;ld e, (hl);inc hl;ld d, (hl);inc hl;push de;pop ix;pop de
ldi ix, (hl)|r5k|push de;ld e, (hl);inc hl;ld d, (hl);inc hl;push de;pop ix;pop de
ldi ix, (hl)|r6k|push de;ld e, (hl);inc hl;ld d, (hl);inc hl;push de;pop ix;pop de
ldi ix, (hl)|r800|push de;ld e, (hl);inc hl;ld d, (hl);inc hl;push de;pop ix;pop de
ldi ix, (hl)|z180|push de;ld e, (hl);inc hl;ld d, (hl);inc hl;push de;pop ix;pop de
ldi ix, (hl)|z80|push de;ld e, (hl);inc hl;ld d, (hl);inc hl;push de;pop ix;pop de
ldi ix, (hl)|z80n|push de;ld e, (hl);inc hl;ld d, (hl);inc hl;push de;pop ix;pop de
ldi iy, (hl)|ez80|ld iy, (hl);inc hl;inc hl
ldi iy, (hl)|ez80_z80|ld iy, (hl);inc hl;inc hl
ldi iy, (hl)|kc160|push de;ld e, (hl);inc hl;ld d, (hl);inc hl;push de;pop iy;pop de
ldi iy, (hl)|kc160_z80|push de;ld e, (hl);inc hl;ld d, (hl);inc hl;push de;pop iy;pop de
ldi iy, (hl)|r2ka|push de;ld e, (hl);inc hl;ld d, (hl);inc hl;push de;pop iy;pop de
ldi iy, (hl)|r3k|push de;ld e, (hl);inc hl;ld d, (hl);inc hl;push de;pop iy;pop de
ldi iy, (hl)|r4k|push de;ld e, (hl);inc hl;ld d, (hl);inc hl;push de;pop iy;pop de
ldi iy, (hl)|r5k|push de;ld e, (hl);inc hl;ld d, (hl);inc hl;push de;pop iy;pop de
ldi iy, (hl)|r6k|push de;ld e, (hl);inc hl;ld d, (hl);inc hl;push de;pop iy;pop de
ldi iy, (hl)|r800|push de;ld e, (hl);inc hl;ld d, (hl);inc hl;push de;pop iy;pop de
ldi iy, (hl)|z180|push de;ld e, (hl);inc hl;ld d, (hl);inc hl;push de;pop iy;pop de
ldi iy, (hl)|z80|push de;ld e, (hl);inc hl;ld d, (hl);inc hl;push de;pop iy;pop de
ldi iy, (hl)|z80n|push de;ld e, (hl);inc hl;ld d, (hl);inc hl;push de;pop iy;pop de
ldi l', (hl)|r2ka|ld l', (hl);inc hl
ldi l', (hl)|r3k|ld l', (hl);inc hl
ldi l', (hl)|r4k|ld l', (hl);inc hl
ldi l', (hl)|r5k|ld l', (hl);inc hl
ldi l', (hl)|r6k|ld l', (hl);inc hl
ldi l, (de)|8080|xchg;mov e, m;xchg;inx d
ldi l, (de)|8085|xchg;mov e, m;xchg;inx d
ldi l, (de)|ez80|ex de, hl;ld e, (hl);ex de, hl;inc de
ldi l, (de)|ez80_z80|ex de, hl;ld e, (hl);ex de, hl;inc de
ldi l, (de)|kc160|ex de, hl;ld e, (hl);ex de, hl;inc de
ldi l, (de)|kc160_z80|ex de, hl;ld e, (hl);ex de, hl;inc de
ldi l, (de)|r2ka|ex de, hl;ld e, (hl);ex de, hl;inc de
ldi l, (de)|r3k|ex de, hl;ld e, (hl);ex de, hl;inc de
ldi l, (de)|r4k|ex de, hl;ld e, (hl);ex de, hl;inc de
ldi l, (de)|r5k|ex de, hl;ld e, (hl);ex de, hl;inc de
ldi l, (de)|r6k|ex de, hl;ld e, (hl);ex de, hl;inc de
ldi l, (de)|r800|ex de, hl;ld e, (hl);ex de, hl;inc de
ldi l, (de)|z180|ex de, hl;ld e, (hl);ex de, hl;inc de
ldi l, (de)|z80|ex de, hl;ld e, (hl);ex de, hl;inc de
ldi l, (de)|z80n|ex de, hl;ld e, (hl);ex de, hl;inc de
ldi l, (hl)|8080|mov l, m;inx h
ldi l, (hl)|8085|mov l, m;inx h
ldi l, (hl)|ez80|ld l, (hl);inc hl
ldi l, (hl)|ez80_z80|ld l, (hl);inc hl
ldi l, (hl)|gbz80|ld l, (hl);inc hl
ldi l, (hl)|kc160|ld l, (hl);inc hl
ldi l, (hl)|kc160_z80|ld l, (hl);inc hl
ldi l, (hl)|r2ka|ld l, (hl);inc hl
ldi l, (hl)|r3k|ld l, (hl);inc hl
ldi l, (hl)|r4k|ld l, (hl);inc hl
ldi l, (hl)|r5k|ld l, (hl);inc hl
ldi l, (hl)|r6k|ld l, (hl);inc hl
ldi l, (hl)|r800|ld l, (hl);inc hl
ldi l, (hl)|z180|ld l, (hl);inc hl
ldi l, (hl)|z80|ld l, (hl);inc hl
ldi l, (hl)|z80n|ld l, (hl);inc hl
ldi.l (bc), a|ez80_z80|ld.lis (bc), a;inc.lis bc
ldi.l (de), %n|ez80_z80|ex de, hl;ld.lis (hl), %n;ex de, hl;inc.lis de
ldi.l (de), a|ez80_z80|ld.lis (de), a;inc.lis de
ldi.l (de), b|ez80_z80|ex de, hl;ld.lis (hl), b;ex de, hl;inc.lis de
ldi.l (de), c|ez80_z80|ex de, hl;ld.lis (hl), c;ex de, hl;inc.lis de
ldi.l (de), d|ez80_z80|ex de, hl;ld.lis (hl), h;ex de, hl;inc.lis de
ldi.l (de), e|ez80_z80|ex de, hl;ld.lis (hl), l;ex de, hl;inc.lis de
ldi.l (de), h|ez80_z80|ex de, hl;ld.lis (hl), d;ex de, hl;inc.lis de
ldi.l (de), l|ez80_z80|ex de, hl;ld.lis (hl), e;ex de, hl;inc.lis de
ldi.l (hl), %n|ez80_z80|ld.lis (hl), %n;inc.lis hl
ldi.l (hl), a|ez80_z80|ld.lis (hl), a;inc.lis hl
ldi.l (hl), b|ez80_z80|ld.lis (hl), b;inc.lis hl
ldi.l (hl), bc|ez80_z80|ld.lis (hl), bc;inc.lis hl;inc.lis hl
ldi.l (hl), c|ez80_z80|ld.lis (hl), c;inc.lis hl
ldi.l (hl), d|ez80_z80|ld.lis (hl), d;inc.lis hl
ldi.l (hl), de|ez80_z80|ld.lis (hl), de;inc.lis hl;inc.lis hl
ldi.l (hl), e|ez80_z80|ld.lis (hl), e;inc.lis hl
ldi.l (hl), h|ez80_z80|ld.lis (hl), h;inc.lis hl
ldi.l (hl), hl|ez80_z80|ld.lis (hl), hl;inc.lis hl;inc.lis hl
ldi.l (hl), ix|ez80_z80|ld.lis (hl), ix;inc.lis hl;inc.lis hl
ldi.l (hl), iy|ez80_z80|ld.lis (hl), iy;inc.lis hl;inc.lis hl
ldi.l (hl), l|ez80_z80|ld.lis (hl), l;inc.lis hl
ldi.l a, (bc)|ez80_z80|ld.lis a, (bc);inc.lis bc
ldi.l a, (de)|ez80_z80|ld.lis a, (de);inc.lis de
ldi.l a, (hl)|ez80_z80|ld.lis a, (hl);inc.lis hl
ldi.l b, (de)|ez80_z80|ex de, hl;ld.lis b, (hl);ex de, hl;inc.lis de
ldi.l b, (hl)|ez80_z80|ld.lis b, (hl);inc.lis hl
ldi.l bc, (hl)|ez80_z80|ld.lis bc, (hl);inc.lis hl;inc.lis hl
ldi.l c, (de)|ez80_z80|ex de, hl;ld.lis c, (hl);ex de, hl;inc.lis de
ldi.l c, (hl)|ez80_z80|ld.lis c, (hl);inc.lis hl
ldi.l d, (de)|ez80_z80|ex de, hl;ld.lis h, (hl);ex de, hl;inc.lis de
ldi.l d, (hl)|ez80_z80|ld.lis d, (hl);inc.lis hl
ldi.l de, (hl)|ez80_z80|ld.lis de, (hl);inc.lis hl;inc.lis hl
ldi.l e, (de)|ez80_z80|ex de, hl;ld.lis l, (hl);ex de, hl;inc.lis de
ldi.l e, (hl)|ez80_z80|ld.lis e, (hl);inc.lis hl
ldi.l h, (de)|ez80_z80|ex de, hl;ld.lis d, (hl);ex de, hl;inc.lis de
ldi.l h, (hl)|ez80_z80|ld.lis h, (hl);inc.lis hl
ldi.l ix, (hl)|ez80_z80|ld.lis ix, (hl);inc.lis hl;inc.lis hl
